lsoa11cd,lsoa11nm,ladcd,ladnm,ladnmw,wimd_2019,FID
W01000956,Rhos 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1646,1033
W01000957,Sandfields East 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,132,1034
W01000958,Sandfields East 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,76,1035
W01000959,Sandfields East 3,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1092,1036
W01000960,Sandfields East 4,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,348,1037
W01000961,Sandfields West 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,307,1038
W01000962,Sandfields West 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,55,1039
W01000963,Sandfields West 3,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,124,1040
W01000964,Sandfields West 4,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,115,1041
W01000965,Seven Sisters,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,522,1042
W01000836,Penderry 7,W06000011,Swansea,Abertawe,279,1043
W01000966,Tai-bach 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,523,1044
W01000967,Tai-bach 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,182,1045
W01000968,Tai-bach 3,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,751,1046
W01000969,Tonna 1,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,1672,1047
W01000970,Tonna 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,722,1048
W01000971,Trebanos,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,872,1049
W01000973,Ystalyfera 2,W06000012,Neath Port Talbot,Castell-nedd Port Talbot,372,1050
W01000974,Aberkenfig,W06000013,Bridgend,Pen-y-bont ar Ogwr,1174,1051
W01000975,Bettws (Bridgend),W06000013,Bridgend,Pen-y-bont ar Ogwr,143,1052
W01000976,Blackmill 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,346,1053
W01000977,Blackmill 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,392,1054
W01000978,Blaengarw,W06000013,Bridgend,Pen-y-bont ar Ogwr,527,1055
W01000979,Brackla 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,1332,1056
W01000980,Brackla 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,934,1057
W01000981,Brackla 3,W06000013,Bridgend,Pen-y-bont ar Ogwr,60,1058
W01000982,Brackla 4,W06000013,Bridgend,Pen-y-bont ar Ogwr,1302,1059
W01000983,Brackla 5,W06000013,Bridgend,Pen-y-bont ar Ogwr,1639,1060
W01000837,Penllergaer 1,W06000011,Swansea,Abertawe,1845,1061
W01001089,Dinas Powys 4,W06000014,Vale of Glamorgan,Bro Morgannwg,1724,1062
W01001038,Pendre,W06000013,Bridgend,Pen-y-bont ar Ogwr,924,1063
W01001090,Dinas Powys 5,W06000014,Vale of Glamorgan,Bro Morgannwg,1695,1064
W01001039,Penprysg 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,1439,1065
W01001091,Dyfan 1,W06000014,Vale of Glamorgan,Bro Morgannwg,1740,1066
W01001040,Penprysg 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,1312,1067
W01000838,Penllergaer 2,W06000011,Swansea,Abertawe,419,1068
W01000839,Pennard 1,W06000011,Swansea,Abertawe,1781,1069
W01001092,Dyfan 2,W06000014,Vale of Glamorgan,Bro Morgannwg,878,1070
W01001093,Dyfan 3,W06000014,Vale of Glamorgan,Bro Morgannwg,476,1071
W01001094,Gibbonsdown 1,W06000014,Vale of Glamorgan,Bro Morgannwg,291,1072
W01001095,Gibbonsdown 2,W06000014,Vale of Glamorgan,Bro Morgannwg,105,1073
W01001096,Gibbonsdown 3,W06000014,Vale of Glamorgan,Bro Morgannwg,785,1074
W01001097,Gibbonsdown 4,W06000014,Vale of Glamorgan,Bro Morgannwg,253,1075
W01001098,Illtyd 1,W06000014,Vale of Glamorgan,Bro Morgannwg,1799,1076
W01001099,Illtyd 2,W06000014,Vale of Glamorgan,Bro Morgannwg,699,1077
W01001100,Illtyd 3,W06000014,Vale of Glamorgan,Bro Morgannwg,1795,1078
W01001101,Illtyd 4,W06000014,Vale of Glamorgan,Bro Morgannwg,803,1079
W01001102,Illtyd 5,W06000014,Vale of Glamorgan,Bro Morgannwg,1151,1080
W01001103,Illtyd 6,W06000014,Vale of Glamorgan,Bro Morgannwg,1863,1081
W01001104,Llandough,W06000014,Vale of Glamorgan,Bro Morgannwg,1543,1082
W01001105,Llandow/Ewenny,W06000014,Vale of Glamorgan,Bro Morgannwg,1575,1083
W01001106,Llantwit Major 1,W06000014,Vale of Glamorgan,Bro Morgannwg,1822,1084
W01001107,Llantwit Major 2,W06000014,Vale of Glamorgan,Bro Morgannwg,1655,1085
W01001108,Llantwit Major 3,W06000014,Vale of Glamorgan,Bro Morgannwg,1429,1086
W01001109,Llantwit Major 4,W06000014,Vale of Glamorgan,Bro Morgannwg,1363,1087
W01001110,Llantwit Major 5,W06000014,Vale of Glamorgan,Bro Morgannwg,1686,1088
W01001111,Llantwit Major 6,W06000014,Vale of Glamorgan,Bro Morgannwg,815,1089
W01001112,Llantwit Major 7,W06000014,Vale of Glamorgan,Bro Morgannwg,1873,1090
W01001113,Peterston-super-Ely,W06000014,Vale of Glamorgan,Bro Morgannwg,1600,1091
W01001114,Plymouth (The Vale of Glamorgan) 1,W06000014,Vale of Glamorgan,Bro Morgannwg,1899,1092
W01001115,Plymouth (The Vale of Glamorgan) 2,W06000014,Vale of Glamorgan,Bro Morgannwg,1715,1093
W01001116,Plymouth (The Vale of Glamorgan) 3,W06000014,Vale of Glamorgan,Bro Morgannwg,1857,1094
W01001117,Rhoose 1,W06000014,Vale of Glamorgan,Bro Morgannwg,1553,1095
W01001118,Rhoose 2,W06000014,Vale of Glamorgan,Bro Morgannwg,1493,1096
W01001119,Rhoose 3,W06000014,Vale of Glamorgan,Bro Morgannwg,1503,1097
W01001120,Rhoose 4,W06000014,Vale of Glamorgan,Bro Morgannwg,1787,1098
W01001121,St. Athan 1,W06000014,Vale of Glamorgan,Bro Morgannwg,863,1099
W01001122,St. Athan 2,W06000014,Vale of Glamorgan,Bro Morgannwg,1569,1100
W01001123,St. Augustine's 1,W06000014,Vale of Glamorgan,Bro Morgannwg,1684,1101
W01001124,St. Augustine's 2,W06000014,Vale of Glamorgan,Bro Morgannwg,1420,1102
W01001125,St. Augustine's 3,W06000014,Vale of Glamorgan,Bro Morgannwg,1643,1103
W01001126,St. Augustine's 4,W06000014,Vale of Glamorgan,Bro Morgannwg,1571,1104
W01001127,St. Bride's Major 1,W06000014,Vale of Glamorgan,Bro Morgannwg,1650,1105
W01001128,St. Bride's Major 2,W06000014,Vale of Glamorgan,Bro Morgannwg,1705,1106
W01001129,Stanwell 1,W06000014,Vale of Glamorgan,Bro Morgannwg,993,1107
W01001130,Stanwell 2,W06000014,Vale of Glamorgan,Bro Morgannwg,1843,1108
W01001131,Stanwell 3,W06000014,Vale of Glamorgan,Bro Morgannwg,850,1109
W01001132,Sully 1,W06000014,Vale of Glamorgan,Bro Morgannwg,1835,1110
W01001133,Sully 2,W06000014,Vale of Glamorgan,Bro Morgannwg,1868,1111
W01001134,Sully 3,W06000014,Vale of Glamorgan,Bro Morgannwg,1727,1112
W01001135,Wenvoe 1,W06000014,Vale of Glamorgan,Bro Morgannwg,1644,1113
W01000840,Pennard 2,W06000011,Swansea,Abertawe,1898,1114
W01000841,Penyrheol (Swansea) 1,W06000011,Swansea,Abertawe,842,1115
W01000842,Penyrheol (Swansea) 2,W06000011,Swansea,Abertawe,1388,1116
W01000843,Penyrheol (Swansea) 3,W06000011,Swansea,Abertawe,1405,1117
W01000844,Penyrheol (Swansea) 4,W06000011,Swansea,Abertawe,305,1118
W01000845,Pontardulais 1,W06000011,Swansea,Abertawe,1653,1119
W01000846,Pontardulais 2,W06000011,Swansea,Abertawe,820,1120
W01000847,Pontardulais 3,W06000011,Swansea,Abertawe,964,1121
W01000848,Pontardulais 4,W06000011,Swansea,Abertawe,374,1122
W01000849,St. Thomas 1,W06000011,Swansea,Abertawe,269,1123
W01000850,St. Thomas 2,W06000011,Swansea,Abertawe,484,1124
W01000851,St. Thomas 3,W06000011,Swansea,Abertawe,811,1125
W01000852,St. Thomas 4,W06000011,Swansea,Abertawe,749,1126
W01000853,Sketty 1,W06000011,Swansea,Abertawe,1751,1127
W01000854,Sketty 2,W06000011,Swansea,Abertawe,1838,1128
W01000855,Sketty 3,W06000011,Swansea,Abertawe,1788,1129
W01000856,Sketty 4,W06000011,Swansea,Abertawe,382,1130
W01000857,Sketty 5,W06000011,Swansea,Abertawe,905,1131
W01000858,Sketty 6,W06000011,Swansea,Abertawe,1784,1132
W01000859,Sketty 7,W06000011,Swansea,Abertawe,1729,1133
W01000860,Sketty 8,W06000011,Swansea,Abertawe,1881,1134
W01000861,Sketty 9,W06000011,Swansea,Abertawe,1754,1135
W01000862,Townhill 1,W06000011,Swansea,Abertawe,18,1136
W01000863,Townhill 2,W06000011,Swansea,Abertawe,16,1137
W01000864,Townhill 3,W06000011,Swansea,Abertawe,32,1138
W01000865,Townhill 4,W06000011,Swansea,Abertawe,362,1139
W01000866,Townhill 5,W06000011,Swansea,Abertawe,41,1140
W01000867,Townhill 6,W06000011,Swansea,Abertawe,58,1141
W01000868,Uplands 1,W06000011,Swansea,Abertawe,1783,1142
W01000869,Uplands 2,W06000011,Swansea,Abertawe,868,1143
W01000870,Uplands 3,W06000011,Swansea,Abertawe,1541,1144
W01000871,Uplands 4,W06000011,Swansea,Abertawe,774,1145
W01000872,Uplands 5,W06000011,Swansea,Abertawe,1790,1146
W01000873,Uplands 6,W06000011,Swansea,Abertawe,1298,1147
W01000874,Uplands 7,W06000011,Swansea,Abertawe,1593,1148
W01000875,Uplands 8,W06000011,Swansea,Abertawe,1072,1149
W01000876,Uplands 9,W06000011,Swansea,Abertawe,1346,1150
W01000877,Upper Loughor 1,W06000011,Swansea,Abertawe,1530,1151
W01000878,Upper Loughor 2,W06000011,Swansea,Abertawe,1330,1152
W01000879,West Cross 1,W06000011,Swansea,Abertawe,1893,1153
W01000880,West Cross 2,W06000011,Swansea,Abertawe,1750,1154
W01000881,West Cross 3,W06000011,Swansea,Abertawe,461,1155
W01000882,West Cross 4,W06000011,Swansea,Abertawe,591,1156
W01001041,Pen-y-fai,W06000013,Bridgend,Pen-y-bont ar Ogwr,1721,1157
W01001042,Pontycymmer 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,526,1158
W01001043,Pontycymmer 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,406,1159
W01001044,Porthcawl East Central 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,671,1160
W01001045,Porthcawl East Central 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,510,1161
W01001046,Porthcawl West Central 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,524,1162
W01001047,Porthcawl West Central 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,1364,1163
W01001048,Pyle 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,1529,1164
W01001049,Pyle 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,267,1165
W01001050,Pyle 3,W06000013,Bridgend,Pen-y-bont ar Ogwr,479,1166
W01001051,Pyle 4,W06000013,Bridgend,Pen-y-bont ar Ogwr,771,1167
W01001052,Pyle 5,W06000013,Bridgend,Pen-y-bont ar Ogwr,466,1168
W01001053,Rest Bay 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,1706,1169
W01001054,Rest Bay 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,1779,1170
W01001055,Sarn 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,188,1171
W01001056,Sarn 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,949,1172
W01001057,Ynysawdre 1,W06000013,Bridgend,Pen-y-bont ar Ogwr,431,1173
W01001058,Ynysawdre 2,W06000013,Bridgend,Pen-y-bont ar Ogwr,1381,1174
W01001059,Baruc 1,W06000014,Vale of Glamorgan,Bro Morgannwg,1642,1175
W01001060,Baruc 2,W06000014,Vale of Glamorgan,Bro Morgannwg,1844,1176
W01001061,Baruc 3,W06000014,Vale of Glamorgan,Bro Morgannwg,801,1177
W01001062,Baruc 4,W06000014,Vale of Glamorgan,Bro Morgannwg,1419,1178
W01001063,Buttrills 1,W06000014,Vale of Glamorgan,Bro Morgannwg,690,1179
W01001064,Buttrills 2,W06000014,Vale of Glamorgan,Bro Morgannwg,186,1180
W01001065,Buttrills 3,W06000014,Vale of Glamorgan,Bro Morgannwg,814,1181
W01001066,Buttrills 4,W06000014,Vale of Glamorgan,Bro Morgannwg,733,1182
W01001067,Cadoc 1,W06000014,Vale of Glamorgan,Bro Morgannwg,195,1183
W01001068,Cadoc 2,W06000014,Vale of Glamorgan,Bro Morgannwg,925,1184
W01001069,Cadoc 3,W06000014,Vale of Glamorgan,Bro Morgannwg,265,1185
W01001070,Cadoc 4,W06000014,Vale of Glamorgan,Bro Morgannwg,266,1186
W01001071,Cadoc 5,W06000014,Vale of Glamorgan,Bro Morgannwg,548,1187
W01001072,Cadoc 6,W06000014,Vale of Glamorgan,Bro Morgannwg,1770,1188
W01001073,Castleland 1,W06000014,Vale of Glamorgan,Bro Morgannwg,216,1189
W01001075,Cornerswell 1,W06000014,Vale of Glamorgan,Bro Morgannwg,1759,1190
W01001076,Cornerswell 2,W06000014,Vale of Glamorgan,Bro Morgannwg,1189,1191
W01001077,Cornerswell 3,W06000014,Vale of Glamorgan,Bro Morgannwg,1202,1192
W01001078,Cornerswell 4,W06000014,Vale of Glamorgan,Bro Morgannwg,1671,1193
W01001079,Court 1,W06000014,Vale of Glamorgan,Bro Morgannwg,388,1194
W01001080,Court 2,W06000014,Vale of Glamorgan,Bro Morgannwg,442,1195
W01001081,Court 3,W06000014,Vale of Glamorgan,Bro Morgannwg,142,1196
W01001082,Cowbridge 1,W06000014,Vale of Glamorgan,Bro Morgannwg,1768,1197
W01001083,Cowbridge 2,W06000014,Vale of Glamorgan,Bro Morgannwg,1726,1198
W01001084,Cowbridge 3,W06000014,Vale of Glamorgan,Bro Morgannwg,1786,1199
W01001085,Cowbridge 4,W06000014,Vale of Glamorgan,Bro Morgannwg,1708,1200
W01001288,Ystrad 4,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,131,1201
W01001289,Bedlinog 1,W06000024,Merthyr Tydfil,Merthyr Tudful,483,1202
W01001290,Bedlinog 2,W06000024,Merthyr Tydfil,Merthyr Tudful,601,1203
W01001291,Cyfarthfa 1,W06000024,Merthyr Tydfil,Merthyr Tudful,1080,1204
W01001292,Cyfarthfa 2,W06000024,Merthyr Tydfil,Merthyr Tudful,65,1205
W01001293,Cyfarthfa 3,W06000024,Merthyr Tydfil,Merthyr Tudful,567,1206
W01001294,Cyfarthfa 4,W06000024,Merthyr Tydfil,Merthyr Tudful,1746,1207
W01001295,Dowlais 1,W06000024,Merthyr Tydfil,Merthyr Tudful,127,1208
W01001296,Dowlais 2,W06000024,Merthyr Tydfil,Merthyr Tudful,935,1209
W01001297,Dowlais 3,W06000024,Merthyr Tydfil,Merthyr Tudful,629,1210
W01001298,Dowlais 4,W06000024,Merthyr Tydfil,Merthyr Tudful,352,1211
W01001299,Gurnos 1,W06000024,Merthyr Tydfil,Merthyr Tudful,56,1212
W01001300,Gurnos 2,W06000024,Merthyr Tydfil,Merthyr Tudful,106,1213
W01001301,Gurnos 3,W06000024,Merthyr Tydfil,Merthyr Tudful,164,1214
W01001302,Merthyr Vale 1,W06000024,Merthyr Tydfil,Merthyr Tudful,385,1215
W01001303,Merthyr Vale 2,W06000024,Merthyr Tydfil,Merthyr Tudful,34,1216
W01001304,Merthyr Vale 3,W06000024,Merthyr Tydfil,Merthyr Tudful,967,1217
W01001305,Park 1,W06000024,Merthyr Tydfil,Merthyr Tudful,731,1218
W01001306,Park 2,W06000024,Merthyr Tydfil,Merthyr Tudful,1128,1219
W01001307,Park 3,W06000024,Merthyr Tydfil,Merthyr Tudful,153,1220
W01001308,Penydarren 1,W06000024,Merthyr Tydfil,Merthyr Tudful,7,1221
W01001309,Penydarren 2,W06000024,Merthyr Tydfil,Merthyr Tudful,258,1222
W01001310,Penydarren 3,W06000024,Merthyr Tydfil,Merthyr Tudful,1012,1223
W01001311,Penydarren 4,W06000024,Merthyr Tydfil,Merthyr Tudful,688,1224
W01001312,Plymouth (Merthyr Tydfil) 1,W06000024,Merthyr Tydfil,Merthyr Tudful,428,1225
W01001313,Plymouth (Merthyr Tydfil) 2,W06000024,Merthyr Tydfil,Merthyr Tudful,596,1226
W01001314,Plymouth (Merthyr Tydfil) 3,W06000024,Merthyr Tydfil,Merthyr Tudful,706,1227
W01001315,Town 1,W06000024,Merthyr Tydfil,Merthyr Tudful,337,1228
W01001316,Town 2,W06000024,Merthyr Tydfil,Merthyr Tudful,1343,1229
W01001317,Town 3,W06000024,Merthyr Tydfil,Merthyr Tudful,457,1230
W01001318,Town 4,W06000024,Merthyr Tydfil,Merthyr Tudful,948,1231
W01001319,Treharris 1,W06000024,Merthyr Tydfil,Merthyr Tudful,1662,1232
W01001320,Treharris 2,W06000024,Merthyr Tydfil,Merthyr Tudful,777,1233
W01001321,Treharris 3,W06000024,Merthyr Tydfil,Merthyr Tudful,585,1234
W01001322,Treharris 4,W06000024,Merthyr Tydfil,Merthyr Tudful,552,1235
W01001324,Vaynor 2,W06000024,Merthyr Tydfil,Merthyr Tudful,1051,1236
W01001325,Aberbargoed 1,W06000018,Caerphilly,Caerffili,349,1237
W01001326,Aberbargoed 2,W06000018,Caerphilly,Caerffili,177,1238
W01001327,Abercarn 1,W06000018,Caerphilly,Caerffili,1032,1239
W01001328,Abercarn 2,W06000018,Caerphilly,Caerffili,718,1240
W01001329,Abercarn 3,W06000018,Caerphilly,Caerffili,720,1241
W01001330,Aber Valley 1,W06000018,Caerphilly,Caerffili,713,1242
W01001331,Aber Valley 2,W06000018,Caerphilly,Caerffili,633,1243
W01001332,Aber Valley 3,W06000018,Caerphilly,Caerffili,340,1244
W01001333,Aber Valley 4,W06000018,Caerphilly,Caerffili,358,1245
W01001334,Argoed (Caerphilly) 1,W06000018,Caerphilly,Caerffili,213,1246
W01001335,Argoed (Caerphilly) 2,W06000018,Caerphilly,Caerffili,710,1247
W01001336,Bargoed 1,W06000018,Caerphilly,Caerffili,538,1248
W01001337,Bargoed 2,W06000018,Caerphilly,Caerffili,704,1249
W01001338,Bargoed 3,W06000018,Caerphilly,Caerffili,456,1250
W01001389,Pengam 3,W06000018,Caerphilly,Caerffili,918,1251
W01001593,Thornwell 2,W06000021,Monmouthshire,Sir Fynwy,1028,1252
W01001439,Badminton 2,W06000019,Blaenau Gwent,Blaenau Gwent,1176,1253
W01001489,Blaenavon 3,W06000020,Torfaen,Torfaen,462,1254
W01001539,Upper Cwmbran 4,W06000020,Torfaen,Torfaen,449,1255
W01001540,Wainfelin 1,W06000020,Torfaen,Torfaen,1117,1256
W01001541,Wainfelin 2,W06000020,Torfaen,Torfaen,530,1257
W01001542,Caerwent,W06000021,Monmouthshire,Sir Fynwy,1505,1258
W01001543,Caldicot Castle 1,W06000021,Monmouthshire,Sir Fynwy,1613,1259
W01001545,Cantref 1,W06000021,Monmouthshire,Sir Fynwy,1622,1260
W01001546,Cantref 2,W06000021,Monmouthshire,Sir Fynwy,377,1261
W01001548,Crucorney,W06000021,Monmouthshire,Sir Fynwy,1231,1262
W01001549,Devauden,W06000021,Monmouthshire,Sir Fynwy,1499,1263
W01001551,Dewstow & Green Lane 2,W06000021,Monmouthshire,Sir Fynwy,797,1264
W01001490,Blaenavon 4,W06000020,Torfaen,Torfaen,898,1265
W01001552,Dixton with Osbaston,W06000021,Monmouthshire,Sir Fynwy,1817,1266
W01001390,Penmaen 1,W06000018,Caerphilly,Caerffili,1733,1267
W01001491,Brynwern,W06000020,Torfaen,Torfaen,375,1268
W01001594,Trellech United 1,W06000021,Monmouthshire,Sir Fynwy,1248,1269
W01001440,Beaufort 1,W06000019,Blaenau Gwent,Blaenau Gwent,595,1270
W01001553,Drybridge 1,W06000021,Monmouthshire,Sir Fynwy,1212,1271
W01001391,Penmaen 2,W06000018,Caerphilly,Caerffili,947,1272
W01001492,Coed Eva,W06000020,Torfaen,Torfaen,1238,1273
W01001595,Trellech United 2,W06000021,Monmouthshire,Sir Fynwy,1512,1274
W01001441,Beaufort 2,W06000019,Blaenau Gwent,Blaenau Gwent,235,1275
W01001554,Drybridge 2,W06000021,Monmouthshire,Sir Fynwy,1427,1276
W01001392,Penmaen 3,W06000018,Caerphilly,Caerffili,1519,1277
W01001493,Croesyceiliog North 1,W06000020,Torfaen,Torfaen,795,1278
W01001596,Usk 1,W06000021,Monmouthshire,Sir Fynwy,1517,1279
W01001442,Beaufort 3,W06000019,Blaenau Gwent,Blaenau Gwent,1462,1280
W01001555,Goetre Fawr 1,W06000021,Monmouthshire,Sir Fynwy,1587,1281
W01001393,Penyrheol (Caerphilly) 1,W06000018,Caerphilly,Caerffili,407,1282
W01001339,Bargoed 4,W06000018,Caerphilly,Caerffili,29,1283
W01001494,Croesyceiliog North 2,W06000020,Torfaen,Torfaen,1551,1284
W01001237,Rhydfelen Central / Llan 1,W06000016,Rhondda Cynon Taf,Rhondda Cynon Taf,209,1285
W01001597,Usk 2,W06000021,Monmouthshire,Sir Fynwy,1842,1286
W01001598,West End,W06000021,Monmouthshire,Sir Fynwy,656,1287
W01001599,Wyesham,W06000021,Monmouthshire,Sir Fynwy,986,1288
W01001600,Allt-yr-yn 1,W06000022,Newport,Casnewydd,1819,1289
W01001601,Allt-yr-yn 2,W06000022,Newport,Casnewydd,187,1290
W01001602,Allt-yr-yn 3,W06000022,Newport,Casnewydd,1761,1291
W01001603,Allt-yr-yn 4,W06000022,Newport,Casnewydd,838,1292
W01001604,Allt-yr-yn 5,W06000022,Newport,Casnewydd,1657,1293
W01001605,Allt-yr-yn 6,W06000022,Newport,Casnewydd,459,1294
W01001606,Alway 1,W06000022,Newport,Casnewydd,1477,1295
W01001607,Alway 2,W06000022,Newport,Casnewydd,72,1296
W01001608,Alway 3,W06000022,Newport,Casnewydd,1426,1297
W01001609,Alway 4,W06000022,Newport,Casnewydd,111,1298
W01001610,Alway 5,W06000022,Newport,Casnewydd,393,1299
W01001611,Alway 6,W06000022,Newport,Casnewydd,834,1300
W01001612,Beechwood 1,W06000022,Newport,Casnewydd,772,1301
W01001613,Beechwood 2,W06000022,Newport,Casnewydd,1039,1302
W01001614,Beechwood 3,W06000022,Newport,Casnewydd,226,1303
W01001615,Beechwood 4,W06000022,Newport,Casnewydd,817,1304
W01001616,Beechwood 5,W06000022,Newport,Casnewydd,1353,1305
W01001617,Bettws (Newport) 1,W06000022,Newport,Casnewydd,47,1306
W01001618,Bettws (Newport) 2,W06000022,Newport,Casnewydd,204,1307
W01001619,Bettws (Newport) 3,W06000022,Newport,Casnewydd,77,1308
W01001620,Bettws (Newport) 4,W06000022,Newport,Casnewydd,289,1309
W01001621,Bettws (Newport) 5,W06000022,Newport,Casnewydd,169,1310
W01001622,Bettws (Newport) 6,W06000022,Newport,Casnewydd,644,1311
W01001623,Caerleon 1,W06000022,Newport,Casnewydd,1526,1312
W01001624,Caerleon 2,W06000022,Newport,Casnewydd,1698,1313
W01001625,Caerleon 3,W06000022,Newport,Casnewydd,1331,1314
W01001626,Caerleon 4,W06000022,Newport,Casnewydd,1413,1315
W01001627,Caerleon 5,W06000022,Newport,Casnewydd,1762,1316
W01001628,Caerleon 6,W06000022,Newport,Casnewydd,556,1317
W01001629,Gaer 1,W06000022,Newport,Casnewydd,1124,1318
W01001630,Gaer 2,W06000022,Newport,Casnewydd,314,1319
W01001631,Gaer 3,W06000022,Newport,Casnewydd,1524,1320
W01001632,Gaer 4,W06000022,Newport,Casnewydd,630,1321
W01001633,Gaer 5,W06000022,Newport,Casnewydd,166,1322
W01001634,Gaer 6,W06000022,Newport,Casnewydd,588,1323
W01001635,Graig (Newport) 1,W06000022,Newport,Casnewydd,1663,1324
W01001636,Graig (Newport) 2,W06000022,Newport,Casnewydd,1774,1325
W01001637,Graig (Newport) 3,W06000022,Newport,Casnewydd,1509,1326
W01001638,Graig (Newport) 4,W06000022,Newport,Casnewydd,1871,1327
W01001639,Langstone 1,W06000022,Newport,Casnewydd,1702,1328
W01001640,Langstone 2,W06000022,Newport,Casnewydd,1595,1329
W01001641,Langstone 3,W06000022,Newport,Casnewydd,1660,1330
W01001642,Liswerry 1,W06000022,Newport,Casnewydd,373,1331
W01001443,Blaina 1,W06000019,Blaenau Gwent,Blaenau Gwent,303,1332
W01001394,Penyrheol (Caerphilly) 2,W06000018,Caerphilly,Caerffili,1833,1333
W01001556,Goetre Fawr 2,W06000021,Monmouthshire,Sir Fynwy,1301,1334
W01001444,Blaina 2,W06000019,Blaenau Gwent,Blaenau Gwent,495,1335
W01001395,Penyrheol (Caerphilly) 3,W06000018,Caerphilly,Caerffili,536,1336
W01001557,Grofield,W06000021,Monmouthshire,Sir Fynwy,851,1337
W01001445,Blaina 3,W06000019,Blaenau Gwent,Blaenau Gwent,716,1338
W01001396,Penyrheol (Caerphilly) 4,W06000018,Caerphilly,Caerffili,242,1339
W01001558,Lansdown,W06000021,Monmouthshire,Sir Fynwy,676,1340
W01001446,Brynmawr 1,W06000019,Blaenau Gwent,Blaenau Gwent,942,1341
W01001397,Penyrheol (Caerphilly) 5,W06000018,Caerphilly,Caerffili,1374,1342
W01001559,Larkfield,W06000021,Monmouthshire,Sir Fynwy,1490,1343
W01001560,Llanbadoc,W06000021,Monmouthshire,Sir Fynwy,1391,1344
W01001561,Llanelly Hill 1,W06000021,Monmouthshire,Sir Fynwy,1803,1345
W01001562,Llanelly Hill 2,W06000021,Monmouthshire,Sir Fynwy,959,1346
W01001563,Llanelly Hill 3,W06000021,Monmouthshire,Sir Fynwy,1488,1347
W01001564,Castle & Llanfoist Fawr,W06000021,Monmouthshire,Sir Fynwy,1106,1348
W01001565,Llangybi Fawr,W06000021,Monmouthshire,Sir Fynwy,1348,1349
W01001566,Llanover 1,W06000021,Monmouthshire,Sir Fynwy,756,1350
W01001567,Llanover 2,W06000021,Monmouthshire,Sir Fynwy,828,1351
W01001568,Llantilio Crossenny,W06000021,Monmouthshire,Sir Fynwy,1269,1352
W01001569,Llanwenarth Ultra,W06000021,Monmouthshire,Sir Fynwy,1370,1353
W01001571,Mardy 2,W06000021,Monmouthshire,Sir Fynwy,1261,1354
W01001572,Mill 1,W06000021,Monmouthshire,Sir Fynwy,1580,1355
W01001573,Mill 2,W06000021,Monmouthshire,Sir Fynwy,1614,1356
W01001574,Mill 3,W06000021,Monmouthshire,Sir Fynwy,1720,1357
W01001575,Mitchel Troy,W06000021,Monmouthshire,Sir Fynwy,1291,1358
W01001576,Overmonnow 1,W06000021,Monmouthshire,Sir Fynwy,995,1359
W01001577,Overmonnow 2,W06000021,Monmouthshire,Sir Fynwy,425,1360
W01001578,Portskewett,W06000021,Monmouthshire,Sir Fynwy,1560,1361
W01001579,Priory 1,W06000021,Monmouthshire,Sir Fynwy,1425,1362
W01001580,Priory 2,W06000021,Monmouthshire,Sir Fynwy,1071,1363
W01001581,Raglan,W06000021,Monmouthshire,Sir Fynwy,1463,1364
W01001582,Rogiet,W06000021,Monmouthshire,Sir Fynwy,1295,1365
W01001583,St. Arvans,W06000021,Monmouthshire,Sir Fynwy,1382,1366
W01001584,St. Christopher's,W06000021,Monmouthshire,Sir Fynwy,1252,1367
W01001585,St. Kingsmark 1,W06000021,Monmouthshire,Sir Fynwy,1903,1368
